"ab_idx","chain","V gene","source"
"added727","L","IGKV3D-20","abysis"
"added728","H","IGHV1-69","abysis"
"added728","L","IGKV3-15","abysis"
"added729","H","IGHV1-3","abysis"
"added729","L","IGLV1-51","abysis"
"added72","H","IGHV3-48","abysis"
"added72","L","IGKV3D-20","abysis"
"added730","H","IGHV1-2","abysis"
"added730","L","IGKV3-11","abysis"
"added731","H","IGHV3-53","abysis"
"added731","L","IGLV6-57","abysis"
"added732","H","IGHV1-69","abysis"
"added732","L","IGKV2-28","abysis"
"added733","H","IGHV3-23","abysis"
"added733","L","IGKV1-5","abysis"
"added734","H","IGHV6-1","abysis"
"added734","L","IGKV1-39","abysis"
"added735","H","IGHV5-51","abysis"
"added735","L","IGLV1-40","abysis"
"added736","H","IGHV3-48","abysis"
"added736","L","IGKV3D-20","abysis"
"added737","H","IGHV3-23","abysis"
"added737","L","IGKV3-11","abysis"
"added738","H","IGHV1-3","abysis"
"added738","L","IGLV1-51","abysis"
"added739","H","IGHV7-4-1","abysis"
"added739","L","IGKV1-39","abysis"
"added73","H","IGHV3-64D","abysis"
"added73","L","IGKV4-1","abysis"
"added740","H","IGHV4-39","abysis"
"added740","L","IGLV2-11","abysis"
"added741","H","IGHV4-4","abysis"
"added741","L","IGLV3-1","abysis"
"added742","H","IGHV4-39","abysis"
"added742","L","IGKV1-39","abysis"
"added743","H","IGHV1-3","abysis"
"added743","L","IGLV7-46","abysis"
"added744","H","IGHV3-21","abysis"
"added744","L","IGKV3D-20","abysis"
"added745","H","IGHV3-30","abysis"
"added745","L","IGKV3D-20","abysis"
"added746","H","IGHV3-30","abysis"
"added746","L","IGLV1-51","abysis"
"added747","H","IGHV4-4","abysis"
"added747","L","IGLV3-19","abysis"
"added748","H","IGHV4-59","abysis"
"added748","L","IGKV2-30","abysis"
"added749","H","IGHV1-69","abysis"
"added749","L","IGKV1-39","abysis"
"added74","H","IGHV3-23","abysis"
"added74","L","IGLV3-19","abysis"
"added750","H","IGHV3-30","abysis"
"added750","L","IGLV1-51","abysis"
"added751","H","IGHV4-59","abysis"
"added751","L","IGLV3-25","abysis"
"added752","H","IGHV1-69","abysis"
"added752","L","IGKV3D-20","abysis"
"added753","H","IGHV1-69","abysis"
"added753","L","IGKV3D-20","abysis"
"added754","H","IGHV3-21","abysis"
"added754","L","IGKV1-39","abysis"
"added755","H","IGHV3-33","abysis"
"added755","L","IGKV1-6","abysis"
"added756","H","IGHV4-59","abysis"
"added756","L","IGLV1-47","abysis"
"added757","H","IGHV1-18","abysis"
"added757","L","IGKV2-28","abysis"
"added758","H","IGHV1-69","abysis"
"added758","L","IGKV3D-20","abysis"
"added759","H","IGHV1-69","abysis"
"added759","L","IGKV3/OR2-268","abysis"
"added75","H","IGHV3-7","abysis"
"added75","L","IGLV1-47","abysis"
"added760","H","IGHV1-69","abysis"
"added760","L","IGKV3D-20","abysis"
"added761","H","IGHV3-21","abysis"
"added761","L","IGKV1-39","abysis"
"added762","H","IGHV3-23","abysis"
"added762","L","IGLV3-19","abysis"
"added763","H","IGHV3-23","abysis"
"added763","L","IGLV1-47","abysis"
"added764","H","IGHV1-69","abysis"
"added764","L","IGKV3D-20","abysis"
"added765","H","IGHV5-51","abysis"
"added765","L","IGKV3D-20","abysis"
"added766","H","IGHV5-51","abysis"
"added766","L","IGKV3D-20","abysis"
"added767","H","IGHV4-4","abysis"
"added767","L","IGKV1-5","abysis"
"added768","H","IGHV1-69","abysis"
"added768","L","IGKV1-12","abysis"
"added769","H","IGHV1-69","abysis"
"added769","L","IGKV1-27","abysis"
"added76","H","IGHV1-18","abysis"
"added76","L","IGLV1-44","abysis"
"added770","H","IGHV4-59","abysis"
"added770","L","IGKV4-1","abysis"
"added771","H","IGHV1-69","abysis"
"added771","L","IGKV3D-20","abysis"
"added772","H","IGHV1-18","abysis"
"added772","L","IGKV2-18","abysis"
"added773","H","IGHV3-21","abysis"
"added773","L","IGKV3-15","abysis"
"added774","H","IGHV3-30","abysis"
"added774","L","IGLV1-51","abysis"
"added775","H","IGHV1-69","abysis"
"added775","L","IGKV3D-20","abysis"
"added776","H","IGHV1-69","abysis"
"added776","L","IGKV3D-20","abysis"
"added777","H","IGHV3-23","abysis"
"added777","L","IGKV3-11","abysis"
"added778","H","IGHV3-30","abysis"
"added778","L","IGKV1-6","abysis"
"added779","H","IGHV1-3","abysis"
"added779","L","IGKV1-39","abysis"
"added77","H","IGHV3-48","abysis"
"added77","L","IGKV4-1","abysis"
"added780","H","IGHV3-9","abysis"
"added780","L","IGLV1-44","abysis"
"added781","H","IGHV4-61","abysis"
"added781","L","IGKV1-39","abysis"
"added782","H","IGHV1-69","abysis"
"added782","L","IGKV3-11","abysis"
"added783","H","IGHV3/OR15-7","abysis"
"added783","L","IGKV1-16","abysis"
"added784","H","IGHV3-23","abysis"
"added784","L","IGLV1-47","abysis"
"added785","H","IGHV3-20","abysis"
"added785","L","IGLV7-46","abysis"
"added786","H","IGHV3-21","abysis"
"added786","L","IGKV3D-20","abysis"
"added787","H","IGHV1-46","abysis"
"added787","L","IGKV3D-20","abysis"
"added788","H","IGHV1-2","abysis"
"added788","L","IGLV3-1","abysis"
"added789","H","IGHV3-53","abysis"
"added789","L","IGKV2-28","abysis"
"added78","H","IGHV3-33","abysis"
"added78","L","IGLV1-44","abysis"
"added790","H","IGHV1-69","abysis"
"added790","L","IGKV1-27","abysis"
"added791","H","IGHV1-69","abysis"
"added791","L","IGKV1-27","abysis"
"added792","H","IGHV3-7","abysis"
"added792","L","IGKV1-39","abysis"
"added793","H","IGHV5-51","abysis"
"added793","L","IGKV3D-20","abysis"
"added794","H","IGHV3-23","abysis"
"added794","L","IGLV3-1","abysis"
"added795","H","IGHV3-23","abysis"
"added795","L","IGKV1-9","abysis"
"added796","H","IGHV4-34","abysis"
"added796","L","IGLV3-19","abysis"
"added797","H","IGHV5-51","abysis"
"added797","L","IGLV1-47","abysis"
"added798","H","IGHV3-64D","abysis"
"added798","L","IGKV3-15","abysis"
"added799","H","IGHV3-21","abysis"
"added799","L","IGKV1-39","abysis"
"added79","H","IGHV3-7","abysis"
"added79","L","IGKV3-15","abysis"
"added7","H","IGHV4-39","abysis"
"added7","L","IGLV1-47","abysis"
"added800","H","IGHV3-21","abysis"
"added800","L","IGKV1-39","abysis"
"added801","H","IGHV1-69","abysis"
"added801","L","IGLV3-19","abysis"
"added802","H","IGHV3-15","abysis"
"added802","L","IGLV3-1","abysis"
"added803","H","IGHV3-23","abysis"
"added803","L","IGKV1-9","abysis"
"added804","H","IGHV1-18","abysis"
"added804","L","IGKV1-12","abysis"
"added805","H","IGHV1-69","abysis"
"added805","L","IGKV1-27","abysis"
"added806","H","IGHV1-2","abysis"
"added806","L","IGLV1-51","abysis"
"added807","H","IGHV1-24","abysis"
"added807","L","IGKV3-11","abysis"
"added808","H","IGHV3-30","abysis"
"added808","L","IGKV1-12","abysis"
"added809","H","IGHV3-30","abysis"
"added809","L","IGKV1-33","abysis"
"added80","H","IGHV4-30-4","abysis"
"added80","L","IGLV6-57","abysis"
"added810","H","IGHV3-30","abysis"
"added810","L","IGKV1-33","abysis"
"added811","H","IGHV4-38-2","abysis"
"added811","L","IGKV3D-20","abysis"
"added812","H","IGHV1-69","abysis"
"added812","L","IGKV1-12","abysis"
"added813","H","IGHV5-51","abysis"
"added813","L","IGLV2-14","abysis"
"added814","H","IGHV5-51","abysis"
"added814","L","IGLV3-19","abysis"
"added815","H","IGHV4-39","abysis"
"added815","L","IGLV1-44","abysis"
"added816","H","IGHV3-33","abysis"
"added816","L","IGKV1-6","abysis"
"added817","H","IGHV3-33","abysis"
"added817","L","IGKV1-6","abysis"
"added818","H","IGHV1-3","abysis"
"added818","L","IGLV1-51","abysis"
"added819","H","IGHV1-69","abysis"
"added819","L","IGKV4-1","abysis"
"added81","H","IGHV1-69","abysis"
"added81","L","IGKV3D-20","abysis"
"added820","H","IGHV3-74","abysis"
"added820","L","IGKV1-39","abysis"
"added821","H","IGHV1-69","abysis"
"added821","L","IGKV3D-20","abysis"
"added822","H","IGHV5-51","abysis"
"added822","L","IGLV1-47","abysis"
"added823","H","IGHV1-69","abysis"
"added823","L","IGKV1-27","abysis"
"added824","H","IGHV5-51","abysis"
"added824","L","IGLV3-19","abysis"
"added825","H","IGHV3-30","abysis"
"added825","L","IGLV3-1","abysis"
"added826","H","IGHV3-23","abysis"
"added826","L","IGKV1-8","abysis"
"added827","H","IGHV1-69","abysis"
"added827","L","IGKV3D-20","abysis"
"added828","H","IGHV4-34","abysis"
"added828","L","IGLV3-25","abysis"
"added829","H","IGHV4-38-2","abysis"
"added829","L","IGLV3-1","abysis"
"added82","H","IGHV3-21","abysis"
"added82","L","IGKV1-39","abysis"
"added830","H","IGHV3-30","abysis"
"added830","L","IGLV1-51","abysis"
"added831","H","IGHV1-2","abysis"
"added831","L","IGLV3-1","abysis"
"added832","H","IGHV3-74","abysis"
"added832","L","IGKV1-5","abysis"
"added833","H","IGHV1-69","abysis"
"added833","L","IGKV3D-20","abysis"
"added834","H","IGHV1-69","abysis"
"added834","L","IGKV3D-20","abysis"
"added835","H","IGHV1-69","abysis"
"added835","L","IGKV3-11","abysis"
"added836","H","IGHV1-18","abysis"
"added836","L","IGKV1-33","abysis"
"added837","H","IGHV1-69","abysis"
"added837","L","IGKV3D-20","abysis"
"added838","H","IGHV3-33","abysis"
"added838","L","IGKV3D-20","abysis"
"added839","H","IGHV1-69","abysis"
"added839","L","IGKV3D-20","abysis"
"added83","H","IGHV1-69","abysis"
"added83","L","IGKV3D-20","abysis"
"added840","H","IGHV1-69","abysis"
"added840","L","IGLV1-51","abysis"
"added841","H","IGHV1-69","abysis"
"added841","L","IGKV3D-20","abysis"
"added842","H","IGHV1-18","abysis"
"added842","L","IGLV3-21","abysis"
"added843","H","IGHV3-74","abysis"
"added843","L","IGLV1-51","abysis"
"added844","H","IGHV3-23","abysis"
"added844","L","IGKV2-24","abysis"
"added845","H","IGHV3-30","abysis"
"added845","L","IGKV3-11","abysis"
"added846","H","IGHV4-59","abysis"
"added846","L","IGKV1-39","abysis"
"added847","H","IGHV4-59","abysis"
"added847","L","IGKV1-39","abysis"
"added848","H","IGHV3-21","abysis"
"added848","L","IGLV2-14","abysis"
"added849","H","IGHV4-34","abysis"
"added849","L","IGKV1-39","abysis"
"added84","H","IGHV1-69","abysis"
"added84","L","IGKV3D-20","abysis"
"added850","H","IGHV3-11","abysis"
"added850","L","IGKV1-17","abysis"
"added851","H","IGHV1-69","abysis"
"added851","L","IGKV4-1","abysis"
"added852","H","IGHV3-23","abysis"
"added852","L","IGKV3-15","abysis"
"added853","H","IGHV3-23","abysis"
"added853","L","IGKV3D-20","abysis"
"added854","H","IGHV4-59","abysis"
"added854","L","IGKV1-33","abysis"
"added855","H","IGHV4-59","abysis"
"added855","L","IGLV4-69","abysis"
"added856","H","IGHV3-7","abysis"
"added856","L","IGLV1-40","abysis"
"added857","H","IGHV4-39","abysis"
"added857","L","IGLV3-21","abysis"
"added858","H","IGHV3-21","abysis"
"added858","L","IGKV3-20","abysis"
"added859","H","IGHV1-18","abysis"
"added859","L","IGLV1-40","abysis"
"added85","H","IGHV4-31","abysis"
"added85","L","IGLV2-14","abysis"
"added860","H","IGHV3-21","abysis"
"added860","L","IGKV1-39","abysis"
"added861","H","IGHV2-70","abysis"
"added861","L","IGLV3-21","abysis"
"added862","H","IGHV3-30","abysis"
"added862","L","IGKV1-5","abysis"
"added863","H","IGHV4-34","abysis"
"added863","L","IGKV2-30","abysis"
"added864","H","IGHV3-15","abysis"
"added864","L","IGKV1-39","abysis"
"added865","H","IGHV1-3","abysis"
"added865","L","IGKV1-39","abysis"
"added866","H","IGHV3-23","abysis"
"added866","L","IGKV4-1","abysis"
"added867","H","IGHV1-8","abysis"
"added867","L","IGKV3-15","abysis"
"added868","H","IGHV1-69","abysis"
"added868","L","IGKV1-27","abysis"
"added869","H","IGHV1-69","abysis"
"added869","L","IGKV1-27","abysis"
"added86","H","IGHV3-30","abysis"
"added86","L","IGKV1-33","abysis"
"added870","H","IGHV3-33","abysis"
"added870","L","IGKV1-39","abysis"
"added871","H","IGHV4-4","abysis"
"added871","L","IGKV4-1","abysis"
"added872","H","IGHV3-74","abysis"
"added872","L","IGKV1-27","abysis"
"added873","H","IGHV4-34","abysis"
"added873","L","IGLV3-19","abysis"
"added874","H","IGHV5-51","abysis"
"added874","L","IGLV1-40","abysis"
"added875","H","IGHV1-24","abysis"
"added875","L","IGLV2-14","abysis"
"added876","H","IGHV1-69","abysis"
"added876","L","IGKV1-27","abysis"
"added877","H","IGHV6-1","abysis"
"added877","L","IGKV1-39","abysis"
"added878","H","IGHV2-5","abysis"
"added878","L","IGKV1-9","abysis"
"added879","H","IGHV2-5","abysis"
"added879","L","IGKV1-9","abysis"
"added87","H","IGHV3-30","abysis"
"added87","L","IGKV3D-20","abysis"
"added880","H","IGHV3-30","abysis"
"added880","L","IGKV1-12","abysis"
"added881","H","IGHV1-69","abysis"
"added881","L","IGKV2-30","abysis"
"added882","H","IGHV1-18","abysis"
"added882","L","IGKV1-39","abysis"
"added883","H","IGHV1-2","abysis"
"added883","L","IGKV1-39","abysis"
"added884","H","IGHV3-64","abysis"
"added884","L","IGKV3-11","abysis"
"added885","H","IGHV3-21","abysis"
"added885","L","IGKV1-39","abysis"
"added886","H","IGHV3-43D","abysis"
"added886","L","IGKV2-18","abysis"
"added887","H","IGHV4-39","abysis"
"added887","L","IGLV1-44","abysis"
"added888","H","IGHV1-18","abysis"
"added888","L","IGKV1-39","abysis"
"added889","H","IGHV1-18","abysis"
"added889","L","IGKV1-39","abysis"
"added88","H","IGHV1-24","abysis"
"added88","L","IGLV3-19","abysis"
"added890","H","IGHV4-61","abysis"
"added890","L","IGKV1-39","abysis"
"added891","H","IGHV3-30","abysis"
"added891","L","IGKV1-12","abysis"
"added892","H","IGHV4-31","abysis"
"added892","L","IGKV3D-20","abysis"
"added893","H","IGHV1-18","abysis"
"added893","L","IGKV1-39","abysis"
"added894","H","IGHV3-23","abysis"
"added894","L","IGKV1-39","abysis"
"added895","H","IGHV1-2","abysis"
"added895","L","IGLV1-51","abysis"
"added896","H","IGHV1-46","abysis"
"added896","L","IGLV1-51","abysis"
"added897","H","IGHV3-21","abysis"
"added897","L","IGKV3D-20","abysis"
"added898","H","IGHV1-69","abysis"
"added898","L","IGKV1-27","abysis"
"added899","H","IGHV1-69","abysis"
"added899","L","IGKV1-27","abysis"
"added89","H","IGHV3-30","abysis"
"added89","L","IGKV1-33","abysis"
"added8","H","IGHV1-3","abysis"
"added8","L","IGKV1-39","abysis"
"added900","H","IGHV3-33","abysis"
"added900","L","IGKV1-12","abysis"
"added901","H","IGHV2-5","abysis"
"added901","L","IGKV1-5","abysis"
"added902","H","IGHV1-69","abysis"
"added902","L","IGKV3-15","abysis"
"added903","H","IGHV4-34","abysis"
"added903","L","IGKV1-5","abysis"
"added904","H","IGHV1-46","abysis"
"added904","L","IGLV1-44","abysis"
"added905","H","IGHV4-59","abysis"
"added905","L","IGKV1-39","abysis"
"added906","H","IGHV4-34","abysis"
"added906","L","IGKV1-39","abysis"
"added907","H","IGHV3-33","abysis"
"added907","L","IGKV1-39","abysis"
"added908","H","IGHV1-69","abysis"
"added908","L","IGKV3D-20","abysis"
"added909","H","IGHV1-46","abysis"
"added909","L","IGKV3D-20","abysis"
"added90","H","IGHV3-30","abysis"
"added90","L","IGKV1-33","abysis"
"added910","H","IGHV3-21","abysis"
"added910","L","IGKV3D-20","abysis"
"added911","H","IGHV4-4","abysis"
"added911","L","IGKV3D-20","abysis"
"added912","H","IGHV1-69","abysis"
"added912","L","IGKV3D-20","abysis"
"added913","H","IGHV3-33","abysis"
"added913","L","IGLV1-47","abysis"
"added914","H","IGHV3-15","abysis"
"added914","L","IGKV2-28","abysis"
"added915","H","IGHV1-69","abysis"
"added915","L","IGKV3D-20","abysis"
"added916","H","IGHV1-69","abysis"
"added916","L","IGKV3D-20","abysis"
"added917","H","IGHV1-46","abysis"
"added917","L","IGKV1-27","abysis"
"added918","H","IGHV1-46","abysis"
"added918","L","IGKV1-27","abysis"
"added919","H","IGHV1-2","abysis"
"added919","L","IGKV1D-13","abysis"
"added91","H","IGHV3-30","abysis"
"added91","L","IGKV1-33","abysis"
"added920","H","IGHV1-2","abysis"
"added920","L","IGKV2-24","abysis"
"added921","H","IGHV3-11","abysis"
"added921","L","IGLV2-14","abysis"
"added922","H","IGHV5-51","abysis"
"added922","L","IGLV1-47","abysis"
"added923","H","IGHV3-21","abysis"
"added923","L","IGKV1-39","abysis"
"added924","H","IGHV4-59","abysis"
"added924","L","IGKV3D-20","abysis"
"added925","H","IGHV3-23","abysis"
"added925","L","IGKV3-15","abysis"
"added926","H","IGHV3-66","abysis"
"added926","L","IGKV3-11","abysis"
"added927","H","IGHV3-30","abysis"
"added927","L","IGKV3D-20","abysis"
"added928","H","IGHV3-15","abysis"
"added928","L","IGKV3/OR2-268","abysis"
"added929","H","IGHV3-7","abysis"
"added929","L","IGLV2-14","abysis"
"added92","H","IGHV3-30","abysis"
"added92","L","IGKV1-33","abysis"
"added930","H","IGHV1-69","abysis"
"added930","L","IGKV3D-20","abysis"
"added931","H","IGHV3-23","abysis"
"added931","L","IGLV3-21","abysis"
"added932","H","IGHV3-66","abysis"
"added932","L","IGLV1-44","abysis"
"added933","H","IGHV1-69","abysis"
"added933","L","IGKV1-27","abysis"
"added934","H","IGHV1-69","abysis"
"added934","L","IGKV1-27","abysis"
"added935","H","IGHV1-69","abysis"
"added935","L","IGKV1-27","abysis"
"added936","H","IGHV3-21","abysis"
"added936","L","IGLV3-19","abysis"
"added937","H","IGHV1-18","abysis"
"added937","L","IGKV1-39","abysis"
"added938","H","IGHV1-69","abysis"
"added938","L","IGKV3D-20","abysis"
"added939","H","IGHV1-69","abysis"
"added939","L","IGKV3D-20","abysis"
"added93","H","IGHV3-30","abysis"
"added93","L","IGKV1-5","abysis"
"added940","H","IGHV4-4","abysis"
"added940","L","IGLV2-8","abysis"
"added941","H","IGHV3-30","abysis"
"added941","L","IGKV1-5","abysis"
"added942","H","IGHV1-2","abysis"
"added942","L","IGKV1-39","abysis"
"added943","H","IGHV1-3","abysis"
"added943","L","IGKV1-39","abysis"
"added944","H","IGHV3-21","abysis"
"added944","L","IGKV3-20","abysis"
"added945","H","IGHV3-7","abysis"
"added945","L","IGKV3D-20","abysis"
"added946","H","IGHV3-23","abysis"
"added946","L","IGKV2-24","abysis"
"added947","H","IGHV1-18","abysis"
"added947","L","IGKV1-39","abysis"
"added948","H","IGHV3-21","abysis"
"added948","L","IGKV3D-20","abysis"
"added949","H","IGHV3-23","abysis"
"added949","L","IGLV2-23","abysis"
"added94","H","IGHV1-69","abysis"
"added94","L","IGKV1-27","abysis"
"added950","H","IGHV1-18","abysis"
"added950","L","IGKV3D-20","abysis"
"added951","H","IGHV3-30","abysis"
"added951","L","IGKV2-28","abysis"
"added952","H","IGHV3/OR15-7","abysis"
"added952","L","IGKV3D-20","abysis"
"added953","H","IGHV1-69","abysis"
"added953","L","IGKV3D-20","abysis"
"added954","H","IGHV4-4","abysis"
"added954","L","IGLV1-44","abysis"
"added955","H","IGHV4-4","abysis"
"added955","L","IGKV3-15","abysis"
"added956","H","IGHV7-4-1","abysis"
"added956","L","IGLV1-40","abysis"
"added957","H","IGHV4-34","abysis"
"added957","L","IGKV1-5","abysis"
"added958","H","IGHV3-11","abysis"
"added958","L","IGKV2-18","abysis"
"added959","H","IGHV1-46","abysis"
"added959","L","IGKV3D-20","abysis"
"added95","H","IGHV3-48","abysis"
"added95","L","IGKV1-33","abysis"
"added960","H","IGHV1-46","abysis"
"added960","L","IGKV1-27","abysis"
"added961","H","IGHV1-18","abysis"
"added961","L","IGKV1-8","abysis"
"added962","H","IGHV5-51","abysis"
"added962","L","IGLV1-47","abysis"
"added963","H","IGHV4-31","abysis"
